Type,"Country Code","Series Code","Time Code","Description"
FootNote,"Russian Federation (RUS)","GDP growth (annual %) (NY.GDP.MKTP.KD.ZG)","2015 (YR2015)","Based on data from official statistics of Ukraine and Russian Federation; by relying on these data, the World Bank does not intend to make any judgment on the legal or other status of the territories concerned or to prejudice the final determination of the parties' claims."
FootNote,"Russian Federation (RUS)","GNI, Atlas method (current US$) (NY.GNP.ATLS.CD)","2014 (YR2014)","Based on data from official statistics of Ukraine and Russian Federation; by relying on these data, the World Bank does not intend to make any judgment on the legal or other status of the territories concerned or to prejudice the final determination of the parties' claims."
FootNote,"Russian Federation (RUS)","GNI, Atlas method (current US$) (NY.GNP.ATLS.CD)","2015 (YR2015)","Based on data from official statistics of Ukraine and Russian Federation; by relying on these data, the World Bank does not intend to make any judgment on the legal or other status of the territories concerned or to prejudice the final determination of the parties' claims."
FootNote,"Russian Federation (RUS)","GNI per capita, Atlas method (current US$) (NY.GNP.PCAP.CD)","2014 (YR2014)","Based on data from official statistics of Ukraine and Russian Federation; by relying on these data, the World Bank does not intend to make any judgment on the legal or other status of the territories concerned or to prejudice the final determination of the parties' claims."
FootNote,"Russian Federation (RUS)","GNI per capita, Atlas method (current US$) (NY.GNP.PCAP.CD)","2015 (YR2015)","Based on data from official statistics of Ukraine and Russian Federation; by relying on these data, the World Bank does not intend to make any judgment on the legal or other status of the territories concerned or to prejudice the final determination of the parties' claims."
FootNote,"Russian Federation (RUS)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2006 (YR2006)","Uncertainty bound is 15.2 - 15.8"
FootNote,"Russian Federation (RUS)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2007 (YR2007)","Uncertainty bound is 14.1 - 14.7"
FootNote,"Russian Federation (RUS)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2008 (YR2008)","Uncertainty bound is 13.2 - 13.8"
FootNote,"Russian Federation (RUS)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2009 (YR2009)","Uncertainty bound is 12.4 - 12.9"
FootNote,"Russian Federation (RUS)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2010 (YR2010)","Uncertainty bound is 11.7 - 12.2"
FootNote,"Russian Federation (RUS)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2011 (YR2011)","Uncertainty bound is 11 - 11.7"
FootNote,"Russian Federation (RUS)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2012 (YR2012)","Uncertainty bound is 10.3 - 11.4"
FootNote,"Russian Federation (RUS)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2013 (YR2013)","Uncertainty bound is 9.6 - 11.2"
FootNote,"Russian Federation (RUS)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2014 (YR2014)","Uncertainty bound is 8.8 - 11.2"
FootNote,"Russian Federation (RUS)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2015 (YR2015)","Uncertainty bound is 8.2 - 11.2"
FootNote,"Russian Federation (RUS)","Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS)","2006 (YR2006)","Source: National survey  2006 (other than DHS, MICS, and Ministry of Health)"
FootNote,"Russian Federation (RUS)","Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS)","2007 (YR2007)","Source: National survey  2007 (other than DHS, MICS, and Ministry of Health)"
FootNote,"Russian Federation (RUS)","Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS)","2008 (YR2008)","Source: National survey  2008 (other than DHS, MICS, and Ministry of Health)"
FootNote,"Russian Federation (RUS)","Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS)","2009 (YR2009)","TransMONEE database 2011, Table 6.1"
FootNote,"Russian Federation (RUS)","Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS)","2010 (YR2010)","Source: Transmonee database 2012"
FootNote,"Russian Federation (RUS)","Income share held by lowest 20% (SI.DST.FRST.20)","2006 (YR2006)","Consumption based."
FootNote,"Russian Federation (RUS)","Income share held by lowest 20% (SI.DST.FRST.20)","2007 (YR2007)","Consumption based."
FootNote,"Russian Federation (RUS)","Income share held by lowest 20% (SI.DST.FRST.20)","2008 (YR2008)","Consumption based."
FootNote,"Russian Federation (RUS)","Income share held by lowest 20% (SI.DST.FRST.20)","2009 (YR2009)","Consumption based."
FootNote,"Russian Federation (RUS)","Income share held by lowest 20% (SI.DST.FRST.20)","2010 (YR2010)","Consumption based."
FootNote,"Russian Federation (RUS)","Income share held by lowest 20% (SI.DST.FRST.20)","2011 (YR2011)","Consumption based."
FootNote,"Russian Federation (RUS)","Income share held by lowest 20% (SI.DST.FRST.20)","2012 (YR2012)","Consumption based."
FootNote,"Russian Federation (RUS)","Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population) (SI.POV.DDAY)","2006 (YR2006)","Consumption based."
FootNote,"Russian Federation (RUS)","Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population) (SI.POV.DDAY)","2007 (YR2007)","Consumption based."
FootNote,"Russian Federation (RUS)","Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population) (SI.POV.DDAY)","2008 (YR2008)","Consumption based."
FootNote,"Russian Federation (RUS)","Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population) (SI.POV.DDAY)","2009 (YR2009)","Consumption based."
FootNote,"Russian Federation (RUS)","Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population) (SI.POV.DDAY)","2010 (YR2010)","Consumption based."
FootNote,"Russian Federation (RUS)","Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population) (SI.POV.DDAY)","2011 (YR2011)","Consumption based."
FootNote,"Russian Federation (RUS)","Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population) (SI.POV.DDAY)","2012 (YR2012)","Consumption based."
FootNote,"Russian Federation (RUS)","Poverty headcount ratio at national poverty lines (% of population) (SI.POV.NAHC)","2006 (YR2006)","Source : Federal State Statistics Service.  The welfare measure used is  consumption per capita. The national poverty line is absolute. Data are produced by government. Most Recent Comparable Series:2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015.  The complete series can be downloaded from the databank,  http://databank.worldbank.org/data/reports.aspx?source=poverty-and-equity-database."
FootNote,"Russian Federation (RUS)","Poverty headcount ratio at national poverty lines (% of population) (SI.POV.NAHC)","2007 (YR2007)","Source : Federal State Statistics Service.  The welfare measure used is  consumption per capita. The national poverty line is absolute. Data are produced by government. Most Recent Comparable Series:2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015.  The complete series can be downloaded from the databank,  http://databank.worldbank.org/data/reports.aspx?source=poverty-and-equity-database."
FootNote,"Russian Federation (RUS)","Poverty headcount ratio at national poverty lines (% of population) (SI.POV.NAHC)","2008 (YR2008)","Source : Federal State Statistics Service.  The welfare measure used is  consumption per capita. The national poverty line is absolute. Data are produced by government. Most Recent Comparable Series:2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015.  The complete series can be downloaded from the databank,  http://databank.worldbank.org/data/reports.aspx?source=poverty-and-equity-database."
FootNote,"Russian Federation (RUS)","Poverty headcount ratio at national poverty lines (% of population) (SI.POV.NAHC)","2009 (YR2009)","Source : Federal State Statistics Service.  The welfare measure used is  consumption per capita. The national poverty line is absolute. Data are produced by government. Most Recent Comparable Series:2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015.  The complete series can be downloaded from the databank,  http://databank.worldbank.org/data/reports.aspx?source=poverty-and-equity-database."
FootNote,"Russian Federation (RUS)","Poverty headcount ratio at national poverty lines (% of population) (SI.POV.NAHC)","2010 (YR2010)","Source : Federal State Statistics Service.  The welfare measure used is  consumption per capita. The national poverty line is absolute. Data are produced by government. Most Recent Comparable Series:2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015.  The complete series can be downloaded from the databank,  http://databank.worldbank.org/data/reports.aspx?source=poverty-and-equity-database."
FootNote,"Russian Federation (RUS)","Poverty headcount ratio at national poverty lines (% of population) (SI.POV.NAHC)","2011 (YR2011)","Source : Federal State Statistics Service.  The welfare measure used is  consumption per capita. The national poverty line is absolute. Data are produced by government. Most Recent Comparable Series:2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015.  The complete series can be downloaded from the databank,  http://databank.worldbank.org/data/reports.aspx?source=poverty-and-equity-database."
FootNote,"Russian Federation (RUS)","Poverty headcount ratio at national poverty lines (% of population) (SI.POV.NAHC)","2012 (YR2012)","Source : Federal State Statistics Service.  The welfare measure used is  consumption per capita. The national poverty line is absolute. Data are produced by government. Most Recent Comparable Series:2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015.  The complete series can be downloaded from the databank,  http://databank.worldbank.org/data/reports.aspx?source=poverty-and-equity-database."
FootNote,"Russian Federation (RUS)","Poverty headcount ratio at national poverty lines (% of population) (SI.POV.NAHC)","2013 (YR2013)","Source : Federal State Statistics Service.  The welfare measure used is  consumption per capita. The national poverty line is absolute. Data are produced by government. Most Recent Comparable Series:2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015.  The complete series can be downloaded from the databank,  http://databank.worldbank.org/data/reports.aspx?source=poverty-and-equity-database."
FootNote,"Russian Federation (RUS)","Poverty headcount ratio at national poverty lines (% of population) (SI.POV.NAHC)","2014 (YR2014)","Source : Federal State Statistics Service.  The welfare measure used is  consumption per capita. The national poverty line is absolute. Data are produced by government. Most Recent Comparable Series:2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015.  The complete series can be downloaded from the databank,  http://databank.worldbank.org/data/reports.aspx?source=poverty-and-equity-database."
FootNote,"Russian Federation (RUS)","Poverty headcount ratio at national poverty lines (% of population) (SI.POV.NAHC)","2015 (YR2015)","Source : Federal State Statistics Service.  The welfare measure used is  consumption per capita. The national poverty line is absolute. Data are produced by government. Most Recent Comparable Series:2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015.  The complete series can be downloaded from the databank,  http://databank.worldbank.org/data/reports.aspx?source=poverty-and-equity-database."
FootNote,"Russian Federation (RUS)","Contraceptive prevalence, any methods (% of women ages 15-49) (SP.DYN.CONU.ZS)","2007 (YR2007)","Data pertain to women aged less than 50. Source: Russia 2007 Parents and Children, Men and Women in Family and Society"
FootNote,"Russian Federation (RUS)","Contraceptive prevalence, any methods (% of women ages 15-49) (SP.DYN.CONU.ZS)","2011 (YR2011)","Data pertain to women aged 15 to 44. Source: Russian Federation 2011 Reproductive Health Survey"
FootNote,"Russian Federation (RUS)","Life expectancy at birth, total (years) (SP.DYN.LE00.IN)","2011 (YR2011)","Derived using linearly extrapolated data"
FootNote,"Russian Federation (RUS)","Fertility rate, total (births per woman) (SP.DYN.TFRT.IN)","2014 (YR2014)","Extrapolated assuming the same as previous year."
FootNote,"Russian Federation (RUS)","Population, total (SP.POP.TOTL)","2015 (YR2015)","Extrapolated assuming the same growth rate as previous 6 months."
FootNote,"Russian Federation (RUS)","Net barter terms of trade index (2000 = 100) (TT.PRI.MRCH.XD.WD)","2006 (YR2006)","Source: UNCTAD Handbook of Statistics and data files, February 2012 update."
FootNote,"Russian Federation (RUS)","Net barter terms of trade index (2000 = 100) (TT.PRI.MRCH.XD.WD)","2007 (YR2007)","Source: UNCTAD Handbook of Statistics and data files, February 2012 update."
FootNote,"Russian Federation (RUS)","Net barter terms of trade index (2000 = 100) (TT.PRI.MRCH.XD.WD)","2008 (YR2008)","Source: UNCTAD Handbook of Statistics and data files, February 2012 update."
FootNote,"Russian Federation (RUS)","Net barter terms of trade index (2000 = 100) (TT.PRI.MRCH.XD.WD)","2009 (YR2009)","Source: UNCTAD Handbook of Statistics and data files, February 2012 update."
FootNote,"Russian Federation (RUS)","Net barter terms of trade index (2000 = 100) (TT.PRI.MRCH.XD.WD)","2010 (YR2010)","Source: UNCTAD Handbook of Statistics and data files, February 2012 update."
FootNote,"Saudi Arabia (SAU)","Surface area (sq. km) (AG.SRF.TOTL.K2)","2006 (YR2006)","Provisional estimate."
FootNote,"Saudi Arabia (SAU)","Surface area (sq. km) (AG.SRF.TOTL.K2)","2007 (YR2007)","Provisional estimate."
FootNote,"Saudi Arabia (SAU)","Surface area (sq. km) (AG.SRF.TOTL.K2)","2008 (YR2008)","Provisional estimate."
FootNote,"Saudi Arabia (SAU)","Surface area (sq. km) (AG.SRF.TOTL.K2)","2009 (YR2009)","Provisional estimate."
FootNote,"Saudi Arabia (SAU)","Surface area (sq. km) (AG.SRF.TOTL.K2)","2010 (YR2010)","Provisional estimate."
FootNote,"Saudi Arabia (SAU)","Surface area (sq. km) (AG.SRF.TOTL.K2)","2011 (YR2011)","Provisional estimate."
FootNote,"Saudi Arabia (SAU)","Internet users (per 100 people) (IT.NET.USER.P2)","2014 (YR2014)","Refers to total population."
FootNote,"Saudi Arabia (SAU)","School enrollment, primary and secondary (gross), gender parity index (GPI) (SE.ENR.PRSC.FM.ZS)","2009 (YR2009)","UNESCO Institute for Statistics (UIS) estimate"
FootNote,"Saudi Arabia (SAU)","School enrollment, primary and secondary (gross), gender parity index (GPI) (SE.ENR.PRSC.FM.ZS)","2013 (YR2013)","UNESCO Institute for Statistics (UIS) estimate"
FootNote,"Saudi Arabia (SAU)","School enrollment, primary and secondary (gross), gender parity index (GPI) (SE.ENR.PRSC.FM.ZS)","2014 (YR2014)","UNESCO Institute for Statistics (UIS) estimate"
FootNote,"Saudi Arabia (SAU)","Primary completion rate, total (% of relevant age group) (SE.PRM.CMPT.ZS)","2007 (YR2007)","National Estimate"
FootNote,"Saudi Arabia (SAU)","School enrollment, secondary (% gross) (SE.SEC.ENRR)","2009 (YR2009)","UNESCO Institute for Statistics (UIS) estimate"
FootNote,"Saudi Arabia (SAU)","School enrollment, secondary (% gross) (SE.SEC.ENRR)","2013 (YR2013)","UNESCO Institute for Statistics (UIS) estimate"
FootNote,"Saudi Arabia (SAU)","School enrollment, secondary (% gross) (SE.SEC.ENRR)","2014 (YR2014)","UNESCO Institute for Statistics (UIS) estimate"
FootNote,"Saudi Arabia (SAU)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2006 (YR2006)","Uncertainty bound is 15.7 - 22.8"
FootNote,"Saudi Arabia (SAU)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2007 (YR2007)","Uncertainty bound is 14.7 - 23.2"
FootNote,"Saudi Arabia (SAU)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2008 (YR2008)","Uncertainty bound is 13.8 - 23.7"
FootNote,"Saudi Arabia (SAU)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2009 (YR2009)","Uncertainty bound is 12.9 - 24.4"
FootNote,"Saudi Arabia (SAU)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2010 (YR2010)","Uncertainty bound is 12.1 - 24.9"
FootNote,"Saudi Arabia (SAU)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2011 (YR2011)","Uncertainty bound is 11.3 - 25.2"
FootNote,"Saudi Arabia (SAU)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2012 (YR2012)","Uncertainty bound is 10.6 - 25.4"
FootNote,"Saudi Arabia (SAU)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2013 (YR2013)","Uncertainty bound is 10 - 25.5"
FootNote,"Saudi Arabia (SAU)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2014 (YR2014)","Uncertainty bound is 9.3 - 25.6"
FootNote,"Saudi Arabia (SAU)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2015 (YR2015)","Uncertainty bound is 8.7 - 25.6"
FootNote,"Saudi Arabia (SAU)","Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS)","2008 (YR2008)","Source: National survey (other than DHS and MICS) 2009"
FootNote,"Saudi Arabia (SAU)","Contraceptive prevalence, any methods (% of women ages 15-49) (SP.DYN.CONU.ZS)","2007 (YR2007)","Source: Saudi Arabia 2007 Demographic Survey"
FootNote,"Saudi Arabia (SAU)","Net barter terms of trade index (2000 = 100) (TT.PRI.MRCH.XD.WD)","2006 (YR2006)","Source: UNCTAD Handbook of Statistics and data files, February 2012 update."
FootNote,"Saudi Arabia (SAU)","Net barter terms of trade index (2000 = 100) (TT.PRI.MRCH.XD.WD)","2007 (YR2007)","Source: UNCTAD Handbook of Statistics and data files, February 2012 update."
FootNote,"Saudi Arabia (SAU)","Net barter terms of trade index (2000 = 100) (TT.PRI.MRCH.XD.WD)","2008 (YR2008)","Source: UNCTAD Handbook of Statistics and data files, February 2012 update."
FootNote,"Saudi Arabia (SAU)","Net barter terms of trade index (2000 = 100) (TT.PRI.MRCH.XD.WD)","2009 (YR2009)","Source: UNCTAD Handbook of Statistics and data files, February 2012 update."
FootNote,"Saudi Arabia (SAU)","Net barter terms of trade index (2000 = 100) (TT.PRI.MRCH.XD.WD)","2010 (YR2010)","Source: UNCTAD Handbook of Statistics and data files, February 2012 update."
FootNote,"Turkey (TUR)","Internet users (per 100 people) (IT.NET.USER.P2)","2006 (YR2006)","Estimated based on % of Internet users as reported in surveys in 2005 and 2007."
FootNote,"Turkey (TUR)","Internet users (per 100 people) (IT.NET.USER.P2)","2007 (YR2007)","Population age 16-74 in the last 12 months."
FootNote,"Turkey (TUR)","Internet users (per 100 people) (IT.NET.USER.P2)","2008 (YR2008)","Population age 16-74 in the last 12 months."
FootNote,"Turkey (TUR)","Internet users (per 100 people) (IT.NET.USER.P2)","2009 (YR2009)","Population age 16-74 in the last 12 months."
FootNote,"Turkey (TUR)","Internet users (per 100 people) (IT.NET.USER.P2)","2010 (YR2010)","Population age 16-74 in the last 12 months."
FootNote,"Turkey (TUR)","Internet users (per 100 people) (IT.NET.USER.P2)","2011 (YR2011)","Population age 16-74 in the last 12 months."
FootNote,"Turkey (TUR)","Internet users (per 100 people) (IT.NET.USER.P2)","2012 (YR2012)","Population age 16-74 in the last 12 months."
FootNote,"Turkey (TUR)","Internet users (per 100 people) (IT.NET.USER.P2)","2013 (YR2013)","Population age 16-74 in the last 12 months."
FootNote,"Turkey (TUR)","Internet users (per 100 people) (IT.NET.USER.P2)","2014 (YR2014)","Population age 16-74 in the last 12 months."
FootNote,"Turkey (TUR)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2006 (YR2006)","Uncertainty bound is 23.7 - 28"
FootNote,"Turkey (TUR)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2007 (YR2007)","Uncertainty bound is 22.1 - 25.9"
FootNote,"Turkey (TUR)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2008 (YR2008)","Uncertainty bound is 20.6 - 23.9"
FootNote,"Turkey (TUR)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2009 (YR2009)","Uncertainty bound is 19.3 - 22"
FootNote,"Turkey (TUR)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2010 (YR2010)","Uncertainty bound is 18.1 - 20.3"
FootNote,"Turkey (TUR)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2011 (YR2011)","Uncertainty bound is 16.9 - 18.7"
FootNote,"Turkey (TUR)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2012 (YR2012)","Uncertainty bound is 15.8 - 17.2"
FootNote,"Turkey (TUR)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2013 (YR2013)","Uncertainty bound is 14.7 - 16"
FootNote,"Turkey (TUR)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2014 (YR2014)","Uncertainty bound is 13.7 - 15"
FootNote,"Turkey (TUR)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2015 (YR2015)","Uncertainty bound is 12.6 - 14.5"
FootNote,"Turkey (TUR)","Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS)","2007 (YR2007)","Country data. TURKSTAT (Turkish National Statistics Office)"
FootNote,"Turkey (TUR)","Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS)","2008 (YR2008)","Source: DHS  2008"
FootNote,"Turkey (TUR)","Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS)","2009 (YR2009)","Country data. TURKSTAT (Turkish National Statistics Office)"
FootNote,"Turkey (TUR)","Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS)","2013 (YR2013)","Source: TDHS-HU-NEE(Prelim) 2013"
FootNote,"Turkey (TUR)","Prevalence of underweight, weight for age (% of children under 5) (SH.STA.MALN.ZS)","2008 (YR2008)","Survey coverage: 2008 (OCT-DEC). Age group: 0. - 5.00. Hacettepe University Institute of Population Studies. Turkey demographic and health survey 2008.Hacettepe University Institute of Population Studies, Ministry of Health General Directorate of Mother and Child Health and Family Planning, T.R. Prime Minister Undersecretary of State Planning Organization and TÜBITAK, Ankara, Turkey 2009."
FootNote,"Turkey (TUR)","Prevalence of underweight, weight for age (% of children under 5) (SH.STA.MALN.ZS)","2013 (YR2013)","Survey coverage: 2013-14 (SEP-JAN). Age group: 0. - 5.00. Hacettepe University Institute of Population Studies.2013 Turkey demographic and health survey". Ankara, Turkey: Hacettepe University Institute of Population Studies, T.R. Ministry of Development and TÜBYTAK, 2014."
FootNote,"Turkey (TUR)","Income share held by lowest 20% (SI.DST.FRST.20)","2006 (YR2006)","Consumption based."
FootNote,"Turkey (TUR)","Income share held by lowest 20% (SI.DST.FRST.20)","2007 (YR2007)","Consumption based."
FootNote,"Turkey (TUR)","Income share held by lowest 20% (SI.DST.FRST.20)","2008 (YR2008)","Consumption based."
FootNote,"Turkey (TUR)","Income share held by lowest 20% (SI.DST.FRST.20)","2009 (YR2009)","Consumption based."
FootNote,"Turkey (TUR)","Income share held by lowest 20% (SI.DST.FRST.20)","2010 (YR2010)","Consumption based."
FootNote,"Turkey (TUR)","Income share held by lowest 20% (SI.DST.FRST.20)","2011 (YR2011)","Consumption based."
FootNote,"Turkey (TUR)","Income share held by lowest 20% (SI.DST.FRST.20)","2012 (YR2012)","Consumption based."
FootNote,"Turkey (TUR)","Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population) (SI.POV.DDAY)","2006 (YR2006)","Consumption based."
FootNote,"Turkey (TUR)","Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population) (SI.POV.DDAY)","2007 (YR2007)","Consumption based."
FootNote,"Turkey (TUR)","Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population) (SI.POV.DDAY)","2008 (YR2008)","Consumption based."
FootNote,"Turkey (TUR)","Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population) (SI.POV.DDAY)","2009 (YR2009)","Consumption based."
FootNote,"Turkey (TUR)","Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population) (SI.POV.DDAY)","2010 (YR2010)","Consumption based."
FootNote,"Turkey (TUR)","Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population) (SI.POV.DDAY)","2011 (YR2011)","Consumption based."
FootNote,"Turkey (TUR)","Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population) (SI.POV.DDAY)","2012 (YR2012)","Consumption based."
FootNote,"Turkey (TUR)","Poverty headcount ratio at national poverty lines (% of population) (SI.POV.NAHC)","2006 (YR2006)","Source : TurkStat  The national poverty line is absolute. Data are produced by government. Most Recent Comparable Series:2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014.  The complete series can be downloaded from the databank,  http://databank.worldbank.org/data/reports.aspx?source=poverty-and-equity-database."
FootNote,"Turkey (TUR)","Poverty headcount ratio at national poverty lines (% of population) (SI.POV.NAHC)","2007 (YR2007)","Source : TurkStat  The national poverty line is absolute. Data are produced by government. Most Recent Comparable Series:2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014.  The complete series can be downloaded from the databank,  http://databank.worldbank.org/data/reports.aspx?source=poverty-and-equity-database."
FootNote,"Turkey (TUR)","Poverty headcount ratio at national poverty lines (% of population) (SI.POV.NAHC)","2008 (YR2008)","Source : TurkStat  The national poverty line is absolute. Data are produced by government. Most Recent Comparable Series:2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014.  The complete series can be downloaded from the databank,  http://databank.worldbank.org/data/reports.aspx?source=poverty-and-equity-database."
FootNote,"Turkey (TUR)","Poverty headcount ratio at national poverty lines (% of population) (SI.POV.NAHC)","2009 (YR2009)","Source : TurkStat  The national poverty line is absolute. Data are produced by government. Most Recent Comparable Series:2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014.  The complete series can be downloaded from the databank,  http://databank.worldbank.org/data/reports.aspx?source=poverty-and-equity-database."
FootNote,"Turkey (TUR)","Poverty headcount ratio at national poverty lines (% of population) (SI.POV.NAHC)","2010 (YR2010)","Source : TurkStat  The national poverty line is absolute. Data are produced by government. Most Recent Comparable Series:2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014.  The complete series can be downloaded from the databank,  http://databank.worldbank.org/data/reports.aspx?source=poverty-and-equity-database."
FootNote,"Turkey (TUR)","Poverty headcount ratio at national poverty lines (% of population) (SI.POV.NAHC)","2011 (YR2011)","Source : TurkStat  The national poverty line is absolute. Data are produced by government. Most Recent Comparable Series:2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014.  The complete series can be downloaded from the databank,  http://databank.worldbank.org/data/reports.aspx?source=poverty-and-equity-database."
FootNote,"Turkey (TUR)","Poverty headcount ratio at national poverty lines (% of population) (SI.POV.NAHC)","2012 (YR2012)","Source : TurkStat  The national poverty line is absolute. Data are produced by government. Most Recent Comparable Series:2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014.  The complete series can be downloaded from the databank,  http://databank.worldbank.org/data/reports.aspx?source=poverty-and-equity-database."
FootNote,"Turkey (TUR)","Poverty headcount ratio at national poverty lines (% of population) (SI.POV.NAHC)","2013 (YR2013)","Source : TurkStat  The national poverty line is absolute. Data are produced by government. Most Recent Comparable Series:2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014.  The complete series can be downloaded from the databank,  http://databank.worldbank.org/data/reports.aspx?source=poverty-and-equity-database."
FootNote,"Turkey (TUR)","Poverty headcount ratio at national poverty lines (% of population) (SI.POV.NAHC)","2014 (YR2014)","Source : TurkStat  The national poverty line is absolute. Data are produced by government. Most Recent Comparable Series:2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014.  The complete series can be downloaded from the databank,  http://databank.worldbank.org/data/reports.aspx?source=poverty-and-equity-database."
FootNote,"Turkey (TUR)","Contraceptive prevalence, any methods (% of women ages 15-49) (SP.DYN.CONU.ZS)","2008 (YR2008)","Source: Turkey 2008 Demographic and Health Survey"
FootNote,"Turkey (TUR)","Contraceptive prevalence, any methods (% of women ages 15-49) (SP.DYN.CONU.ZS)","2009 (YR2009)","Country data. TURKSTAT (Turkish National Statistics Office)"
FootNote,"Turkey (TUR)","Contraceptive prevalence, any methods (% of women ages 15-49) (SP.DYN.CONU.ZS)","2013 (YR2013)","Source: 2013 DHS"
FootNote,"Turkey (TUR)","Net barter terms of trade index (2000 = 100) (TT.PRI.MRCH.XD.WD)","2006 (YR2006)","Source: UNCTAD Handbook of Statistics and data files, February 2012 update."
FootNote,"Turkey (TUR)","Net barter terms of trade index (2000 = 100) (TT.PRI.MRCH.XD.WD)","2007 (YR2007)","Source: UNCTAD Handbook of Statistics and data files, February 2012 update."
